qname	decompositionTime	planningTime	firstResult	overallExecTime	status	cardinality
Q1	0.0011899471282958984	0.05074143409729004	0.560483455657959	2.8146913051605225	1	2
Q2	0.0019397735595703125	0.04994940757751465	0.25060057640075684	1.2276043891906738	1	5304
Q3	0.0012383460998535156	0.06388521194458008	0.28559088706970215	0.7912864685058594	1	1187
Q4	0.0018761157989501953	0.0543208122253418	0.6568393707275391	36.50004172325134	1	173014
Q5	0.0019462108612060547	0.0536046028137207	27.5072762966156	27.53127884864807	1	640
Q1	0.0012476444244384766	0.04410433769226074	0.5265896320343018	2.758173942565918	1	2
Q2	0.0010194778442382812	0.03945493698120117	0.25202465057373047	1.214690923690796	1	5304
Q3	0.0014500617980957031	0.028624773025512695	0.24637842178344727	0.6482799053192139	1	1187
Q4	0.002007722854614258	0.05814385414123535	0.687239408493042	33.6515429019928	1	173014
Q5	0.0019228458404541016	0.058214426040649414	26.261741876602173	26.283703088760376	1	640
Q1	0.0012559890747070312	0.028654098510742188	0.38274312019348145	2.379652738571167	1	2
Q2	0.000942230224609375	0.0625452995300293	0.27483463287353516	1.1360132694244385	1	5304
Q3	0.0014042854309082031	0.0594937801361084	0.26587557792663574	0.7031891345977783	1	1187
Q4	0.0018262863159179688	0.0605168342590332	0.6778850555419922	35.88167905807495	1	173014
Q5	0.0019106864929199219	0.0583338737487793	25.813549757003784	25.837624549865723	1	640
Q1	0.0011837482452392578	0.02947378158569336	0.5321385860443115	2.3324358463287354	1	2
Q2	0.0010616779327392578	0.029088258743286133	0.24513626098632812	1.229290246963501	1	5304
Q3	0.0013604164123535156	0.03635430335998535	0.2475597858428955	0.7481565475463867	1	1187
Q4	0.001859903335571289	0.0670003890991211	0.7416038513183594	37.25275731086731	1	173014
Q5	0.001847982406616211	0.08438372611999512	27.50628089904785	27.537238359451294	1	640
Q1	0.0011968612670898438	0.06649136543273926	0.5341355800628662	2.5797348022460938	1	2
Q2	0.0010251998901367188	0.05382227897644043	0.28007054328918457	1.2312045097351074	1	5304
Q3	0.0021486282348632812	0.038144588470458984	0.24947786331176758	0.6601688861846924	1	1187
Q4	0.0018284320831298828	0.05795907974243164	0.6277832984924316	36.482232332229614	1	173014
Q5	0.002022266387939453	0.0611424446105957	28.092652559280396	28.11507534980774	1	640

