qname	decompositionTime	planningTime	firstResult	overallExecTime	status	cardinality
Q1	0.001224517822265625	0.03157377243041992	0.4151890277862549	2.456397533416748	1	2
Q2	0.0009164810180664062	0.0018546581268310547	3.155343770980835	3.5177769660949707	1	5304
Q3	0.0013692378997802734	0.05103635787963867	0.25231170654296875	0.7136554718017578	1	1187
Q4	0.0019571781158447266	0.07640433311462402	0.7404398918151855	28.636775493621826	1	173014
Q5	0.0018992424011230469	0.06819438934326172	9.162567615509033	31.557506561279297	1	640
Q1	0.0011935234069824219	0.03594684600830078	0.45027780532836914	2.3716793060302734	1	2
Q2	0.0010199546813964844	0.0021638870239257812	3.064486265182495	3.4686434268951416	1	5304
Q3	0.0012416839599609375	0.0746910572052002	0.24236416816711426	0.7291181087493896	1	1187
Q4	0.0018639564514160156	0.06094861030578613	0.7637083530426025	33.60421371459961	1	173014
Q5	0.0018303394317626953	0.06596779823303223	9.180456399917603	32.30149722099304	1	640
Q1	0.0012896060943603516	0.05890941619873047	0.5162451267242432	2.578172206878662	1	2
Q2	0.0013191699981689453	0.003009796142578125	3.1130831241607666	3.41971492767334	1	5304
Q3	0.0021855831146240234	0.03416800498962402	0.21893548965454102	0.6312375068664551	1	1187
Q4	0.0019001960754394531	0.07297205924987793	0.7562911510467529	29.814181804656982	1	173014
Q5	0.0019638538360595703	0.07177925109863281	15.08835506439209	34.49173355102539	1	640
Q1	0.0012984275817871094	0.036894798278808594	0.5398001670837402	2.23673939704895	1	2
Q2	0.0009560585021972656	0.0019631385803222656	3.150122880935669	3.554048776626587	1	5304
Q3	0.0012063980102539062	0.02940082550048828	0.20984911918640137	0.6184237003326416	1	1187
Q4	0.0019979476928710938	0.0542755126953125	0.6182599067687988	28.784835815429688	1	173014
Q5	0.001798868179321289	0.06540799140930176	10.047013282775879	32.87036657333374	1	640
Q1	0.0013077259063720703	0.03242206573486328	0.540247917175293	2.2398388385772705	1	2
Q2	0.0009849071502685547	0.001991748809814453	3.0556418895721436	3.354374885559082	1	5304
Q3	0.0015091896057128906	0.05938243865966797	0.2482912540435791	0.6587936878204346	1	1187
Q4	0.00199127197265625	0.0753171443939209	0.7280030250549316	28.13428544998169	1	173014
Q5	0.001957416534423828	0.06682491302490234	9.357195138931274	32.573806285858154	1	640
