qname	decompositionTime	planningTime	firstResult	overallExecTime	status	cardinality
Q1	0.0015141963958740234	0.050534963607788086	0.5394151210784912	2.517672061920166	1	2
Q2	0.0009219646453857422	0.0017704963684082031	3.1442151069641113	3.567518711090088	1	5304
Q3	0.0012753009796142578	0.033258676528930664	0.21423697471618652	0.620988130569458	1	1187
Q4	0.0018887519836425781	0.04895615577697754	0.7049493789672852	26.47799301147461	1	173014
Q5	0.0019016265869140625	0.0664975643157959	11.171504974365234	29.63390851020813	1	640
Q1	0.0012462139129638672	0.051666259765625	0.45903635025024414	2.516066551208496	1	2
Q2	0.0009598731994628906	0.0020341873168945312	3.131091356277466	3.520673990249634	1	5304
Q3	0.0013818740844726562	0.037619590759277344	0.21746301651000977	0.667656421661377	1	1187
Q4	0.0019779205322265625	0.059845685958862305	0.6811578273773193	28.000717639923096	1	173014
Q5	0.001909017562866211	0.054564476013183594	14.993025302886963	35.24062418937683	1	640
Q1	0.0014119148254394531	0.05359911918640137	0.5570724010467529	2.569444417953491	1	2
Q2	0.0011429786682128906	0.0022478103637695312	3.071505546569824	3.4663610458374023	1	5304
Q3	0.001524209976196289	0.054891347885131836	0.2521555423736572	0.6782586574554443	1	1187
Q4	0.001814126968383789	0.05997490882873535	0.6773369312286377	27.595882892608643	1	173014
Q5	0.0019364356994628906	0.04672884941101074	11.160461902618408	31.72147250175476	1	640
Q1	0.0014882087707519531	0.09075093269348145	0.5276317596435547	1.974179744720459	1	2
Q2	0.001131296157836914	0.002317667007446289	3.2426154613494873	3.541360855102539	1	5304
Q3	0.001592397689819336	0.05156254768371582	0.245283842086792	0.6355056762695312	1	1187
Q4	0.0020341873168945312	0.07032036781311035	0.7178289890289307	28.67789125442505	1	173014
Q5	0.0019712448120117188	0.058621883392333984	11.52079701423645	32.117244720458984	1	640
Q1	0.0012814998626708984	0.05376172065734863	0.45726919174194336	2.587038040161133	1	2
Q2	0.0009336471557617188	0.0018115043640136719	2.993257761001587	3.384298086166382	1	5304
Q3	0.0013339519500732422	0.060126543045043945	0.24129366874694824	0.6606025695800781	1	1187
Q4	0.0026154518127441406	0.07504820823669434	0.8220400810241699	28.413334846496582	1	173014
Q5	0.0019845962524414062	0.06319856643676758	10.61642575263977	31.208075523376465	1	640
