qname	decompositionTime	planningTime	firstResult	overallExecTime	status	cardinality
Q1	0.001340627670288086	0.05040597915649414	0.46654272079467773	1.6370632648468018	1	2
Q2	0.0010602474212646484	0.047881364822387695	0.25718140602111816	1.213392972946167	1	5304
Q3	0.0012607574462890625	0.02493143081665039	0.23108410835266113	0.6658375263214111	1	1187
Q4	0.0018107891082763672	0.05333542823791504	0.8166329860687256	27.94724726676941	1	173014
Q5	0.0019195079803466797	0.06570816040039062	24.72047519683838	24.747406005859375	1	640
Q1	0.0013337135314941406	0.03418707847595215	0.5792346000671387	1.9271595478057861	1	2
Q2	0.0009844303131103516	0.042998552322387695	0.25574827194213867	1.0883235931396484	1	5304
Q3	0.001268148422241211	0.07097268104553223	0.26789093017578125	0.6358435153961182	1	1187
Q4	0.0018992424011230469	0.07242059707641602	0.717858076095581	27.87245011329651	1	173014
Q5	0.00189971923828125	0.05243420600891113	23.127501726150513	23.15505337715149	1	640
Q1	0.003009319305419922	0.051706552505493164	0.6490540504455566	1.9314329624176025	1	2
Q2	0.001016378402709961	0.05557417869567871	0.26324033737182617	1.0894663333892822	1	5304
Q3	0.0016121864318847656	0.054764509201049805	0.27362751960754395	0.6599202156066895	1	1187
Q4	0.0018584728240966797	0.05517840385437012	0.8076486587524414	29.099370002746582	1	173014
Q5	0.001964092254638672	0.05829453468322754	22.867998123168945	22.896852493286133	1	640
Q1	0.0012059211730957031	0.03365278244018555	0.3775203227996826	1.8193161487579346	1	2
Q2	0.0010411739349365234	0.06776547431945801	0.277327299118042	1.1628997325897217	1	5304
Q3	0.0012929439544677734	0.029458284378051758	0.2265183925628662	0.6205770969390869	1	1187
Q4	0.0019397735595703125	0.07828497886657715	0.891533374786377	29.53477191925049	1	173014
Q5	0.002554178237915039	0.04999518394470215	22.63264775276184	22.652661085128784	1	640
Q1	0.0012726783752441406	0.05824875831604004	0.6767756938934326	1.9222631454467773	1	2
Q2	0.0010454654693603516	0.03623819351196289	0.2646472454071045	1.0564782619476318	1	5304
Q3	0.0012695789337158203	0.054502248764038086	0.2534933090209961	0.6594345569610596	1	1187
Q4	0.0020852088928222656	0.06093311309814453	0.7060389518737793	29.494638204574585	1	173014
Q5	0.0019752979278564453	0.07009434700012207	22.951725959777832	22.97106099128723	1	640
