qname	decompositionTime	planningTime	firstResult	overallExecTime	status	cardinality
Q1	0.0012593269348144531	0.06364798545837402	0.51424241065979	2.5733890533447266	1	2
Q2	0.0010335445404052734	0.05379819869995117	0.2604057788848877	1.2827043533325195	1	5304
Q3	0.0016057491302490234	0.0574185848236084	0.27347350120544434	0.6914575099945068	1	1187
Q4	0.0019292831420898438	0.07368636131286621	0.8170397281646729	32.175859451293945	1	173014
Q5	0.0019686222076416016	0.07026553153991699	27.11962080001831	27.13947081565857	1	640
Q1	0.001234292984008789	0.03689765930175781	0.46283769607543945	2.2626426219940186	1	2
Q2	0.0009720325469970703	0.07157373428344727	0.2814292907714844	1.1063246726989746	1	5304
Q3	0.001203298568725586	0.07232427597045898	0.28287553787231445	0.6992473602294922	1	1187
Q4	0.0018837451934814453	0.07222867012023926	0.6495447158813477	33.53967499732971	1	173014
Q5	0.0019409656524658203	0.051274776458740234	27.11512327194214	27.13934898376465	1	640
Q1	0.0012218952178955078	0.0593564510345459	0.5776500701904297	2.5800342559814453	1	2
Q2	0.0010423660278320312	0.07511138916015625	0.2835848331451416	1.2811615467071533	1	5304
Q3	0.0012924671173095703	0.060141801834106445	0.268937349319458	0.6987016201019287	1	1187
Q4	0.0021495819091796875	0.08555245399475098	0.6722128391265869	35.51980257034302	1	173014
Q5	0.001973390579223633	0.06768584251403809	26.556159734725952	26.57585620880127	1	640
Q1	0.0012869834899902344	0.06764674186706543	0.4086601734161377	2.1075243949890137	1	2
Q2	0.0010097026824951172	0.07832169532775879	0.28694605827331543	1.2508811950683594	1	5304
Q3	0.0014591217041015625	0.029012441635131836	0.24080824851989746	0.6517739295959473	1	1187
Q4	0.0019309520721435547	0.060125112533569336	0.7053124904632568	35.23668956756592	1	173014
Q5	0.002024412155151367	0.05694222450256348	26.569186687469482	26.594680786132812	1	640
Q1	0.0015790462493896484	0.05719780921936035	0.4919319152832031	2.5431551933288574	1	2
Q2	0.0010542869567871094	0.03302288055419922	0.2533252239227295	1.0713772773742676	1	5304
Q3	0.0016679763793945312	0.06330132484436035	0.2804272174835205	0.7059242725372314	1	1187
Q4	0.003118753433227539	0.07641029357910156	0.8194575309753418	35.56786298751831	1	173014
Q5	0.0023195743560791016	0.058007240295410156	28.817466974258423	28.844882488250732	1	640

